Ontology Name,Experiment Type,Division Ontology Time (ms)
StockExchange,INCONSISTENCY_THREAT,0
StockExchange,PREDICATE_SAT,0
StockExchange,PREDICATE_SAT,0
StockExchange,QUERY_SAT,0
