Ontology Name,Experiment Type,Experiment ID,Experiment Filename,Result,Execution time (ms)
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-90,exp-90.txt,SAT,34
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-91,exp-91.txt,SAT,33
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-92,exp-92.txt,SAT,49
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-93,exp-93.txt,SAT,32
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-94,exp-94.txt,SAT,33
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-95,exp-95.txt,SAT,43
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-96,exp-96.txt,SAT,44
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-97,exp-97.txt,SAT,40
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-98,exp-98.txt,SAT,38
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-99,exp-99.txt,SAT,35
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-1-with-errors,with_errors/exp-1-with-errors.txt,UNSAT,68
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-2-with-errors,with_errors/exp-2-with-errors.txt,UNSAT,523
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-3-with-errors,with_errors/exp-3-with-errors.txt,UNSAT,95
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-4-with-errors,with_errors/exp-4-with-errors.txt,UNSAT,144
OWL2Bench,PREDICATE_SAT,PREDICATE_SAT-exp-5-with-errors,with_errors/exp-5-with-errors.txt,UNSAT,431
OWL2Bench,INCONSISTENCY_THREAT,INCONSISTENCY_THREAT-exp-1,exp-1.txt,SAT,14
OWL2Bench,INCONSISTENCY_THREAT,INCONSISTENCY_THREAT-exp-2,exp-2.txt,SAT,11
OWL2Bench,INCONSISTENCY_THREAT,INCONSISTENCY_THREAT-exp-3,exp-3.txt,SAT,11
OWL2Bench,INCONSISTENCY_THREAT,INCONSISTENCY_THREAT-exp-4,exp-4.txt,UNSAT,32
OWL2Bench,INCONSISTENCY_THREAT,INCONSISTENCY_THREAT-exp-5,exp-5.txt,SAT,32
OWL2Bench,QUERY_SAT,QUERY_SAT-exp-1,exp-1.txt,SAT,75
OWL2Bench,QUERY_SAT,QUERY_SAT-exp-2,exp-2.txt,SAT,245
OWL2Bench,QUERY_SAT,QUERY_SAT-exp-3,exp-3.txt,SAT,83
OWL2Bench,QUERY_SAT,QUERY_SAT-exp-4,exp-4.txt,SAT,69
OWL2Bench,QUERY_SAT,QUERY_SAT-exp-5,exp-5.txt,SAT,305
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-1,exp-1.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-10,exp-10.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-11,exp-11.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-12,exp-12.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-13,exp-13.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-14,exp-14.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-15,exp-15.txt,SAT,3
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-16,exp-16.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-17,exp-17.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-18,exp-18.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-19,exp-19.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-2,exp-2.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-20,exp-20.txt,SAT,3
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-21,exp-21.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-22,exp-22.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-23,exp-23.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-24,exp-24.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-25,exp-25.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-26,exp-26.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-27,exp-27.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-28,exp-28.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-29,exp-29.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-3,exp-3.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-30,exp-30.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-4,exp-4.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-5,exp-5.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-6,exp-6.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-7,exp-7.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-8,exp-8.txt,SAT,1
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-9,exp-9.txt,SAT,2
StockExchange,PREDICATE_SAT,PREDICATE_SAT-exp-1-with-errors,with_errors/exp-1-with-errors.txt,UNSAT,9
StockExchange,INCONSISTENCY_THREAT,INCONSISTENCY_THREAT-exp-1,exp-1.txt,SAT,3
StockExchange,QUERY_SAT,QUERY_SAT-exp-1,exp-1.txt,SAT,1
StockExchange,QUERY_SAT,QUERY_SAT-exp-2,exp-2.txt,SAT,7
StockExchange,QUERY_SAT,QUERY_SAT-exp-3,exp-3.txt,SAT,13
StockExchange,QUERY_SAT,QUERY_SAT-exp-4,exp-4.txt,SAT,16
StockExchange,QUERY_SAT,QUERY_SAT-exp-5,exp-5.txt,SAT,48
